air_store_id,air_genre_name,air_area_name,latitude,longitude
air_e76a668009c5dabc,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_7fbf7649eb13ad9b,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b439391e72899756,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_681b0c56328dd2af,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_938ef91ecdde6878,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_f911308e19d64236,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_650f9b9de0c5542c,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_632ba66e1f75aa28,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_8e492076a1179383,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_0867f7bebad6a649,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_9d93d95720f2e831,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_900d755ebd2f7bbd,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_dfe068a1bf85f395,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_ea7c16131980c837,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_97b2a9f975fc702c,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_ccd19a5bc5573ae5,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_40953e2d8b4f2857,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_c0385db498b391e5,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_082908692355165e,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_6cbe54f0aa30b615,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2a7f14da7fe0f699,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_31c753b48a657b6c,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_483eba479dc9910d,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_9cd5e310f488bced,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_d00a15343325e5f7,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_228f10bec0bda9c8,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_6b2268863b14a2af,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_8f13ef0f5e8c64dd,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_48f4da6223571da4,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_9d452a881f7f2bb7,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_55c3627912b9c849,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_6b15edd1b4fbb96a,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_6d65542aa43b598b,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_2c6fef1ce0e13a5a,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_ca957d3a1529fbd3,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_d6b3e67261f07646,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_968d72c12eed09f0,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_ecf7f141339f1d57,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56cd12f31a0afc04,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_73f316e6a18d8aa9,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_310e467e6e625004,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3b20733899b5287f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_d63cfa6d6ab78446,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_e3020992d5fe5dfd,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_9152d9926e5c4a3a,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_1509881b22965b34,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_08ef81d5b7a0d13f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_42c9aa6d617c5057,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_645cb18b33f938cf,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_831658500aa7c846,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_a49f1cf0634f13e5,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_c88467d88b2c8ecd,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_00a91d42b08b08d9,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_d1f20424f76cc78e,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_32f5d7cd696e3c4a,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_40f6193ea3ed1b91,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_4092cfbd95a3ac1b,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_baf28ac9f13a307d,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_2a3743e37aab04b4,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_3561fd1c0bce6a95,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_4e1c38f68f435596,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_d54d6fcb116fbed3,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_eb2d2653586315dd,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_142e78ba7001da9c,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_bfafaed35e213fd7,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.6849922
air_fa12b40b02fecfd8,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.6849922
air_fdc02ec4a3d21ea4,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_35c4732dcbfe31be,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_3ac24136722e2291,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_cbe139af83feb388,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_9ae7081cb77dc51e,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2e7cb1f1a2a9cd6a,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_64d4491ad8cdb1c6,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_88c8e34baa79217b,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_6b7678aae65d2d59,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_87467487d21891dd,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_ba937bf13d40fb24,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c5459218282bedd5,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_fe22ef5a9cbef123,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_901925b628677c2e,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_1e665503b8474c55,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_25c583983246b7b0,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_0585011fa179bcce,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e01d99390355408d,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_68147db09287bf74,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_383f5b2f8d345a49,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_7e12c5d27f44a8de,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_7ef9a5ea5c8fe39f,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_8b4a46dc521bfcfe,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_db80363d35f10926,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_c6aa2efba0ffc8eb,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_6d64dba2edd4fc0c,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_9ca2767761efff4d,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_dea0655f96947922,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_81c5dff692063446,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_dc0e080ba0a5e5af,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_cf2229e64408d9fe,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_c6a164dd4060e960,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_16c4cfddeb2cf69b,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_fcd4492c83f1c6b9,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_d4d218b451f82c3d,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_707d4b6328f2c2df,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e1b76fcb5208fb6b,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_9f277fb7a2c1d842,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_465bddfed3353b23,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_cd5f54969be9ed08,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ab3ae0e410b20069,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_97958e7fce98b6a3,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_bfda7731a6c6fc61,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_df507aec929ce5f6,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_e657ca554b0c008c,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_b4f32bcc399da2b9,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_af03c277a167b2bd,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_43b65e4b05bff2d3,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_256be208a979e023,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_d00161e19f08290b,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_fd154088b1de6fa7,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_15ae33469e9ea2dd,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_1e23210b584540e7,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_fa4ffc9057812fa2,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_a21ffca0bea1661a,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_4481a87c1d7c9896,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_629edf21ea38ac2d,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_b192fb5310436005,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_99b01136f451fc0e,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_bed603c423b7d9d4,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_0768ab3910f7967f,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_5b704df317ed1962,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_db4b38ebe7a7ceff,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_32460819c7600037,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_86f7b2109e4abd65,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_1979eaff8189d086,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_0845d8395f30c6bb,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_473f98b212d37b4a,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_bebd55ed63ab2422,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_20add8092c9bb51d,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_a24bf50c3e90d583,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_9a6f6e7f623003d2,Dining bar,Fukuoka-ken Kurume-shi Jōnanmachi,33.3192865,130.5083735
air_87f9e1024b951f01,Dining bar,Fukuoka-ken Kurume-shi Jōnanmachi,33.3192865,130.5083735
air_f3602e4fa2f12993,Dining bar,Fukuoka-ken Kurume-shi Jōnanmachi,33.3192865,130.5083735
air_91beafbba9382b0a,Dining bar,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_9efaa7ded03c5a71,Dining bar,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_375a5241615b5e22,Dining bar,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_ef789667e2e6fe96,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_234d3dbf7f3d5a50,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_f593fa60ac3541e2,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_57013002b912772b,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_bb26d6d079594414,Dining bar,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_15e6e15c7ea2c162,Dining bar,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_35512c42db0868da,Dining bar,Tōkyō-to Musashino-shi Midorichō,35.7177841,139.56626
air_88f31db64991768a,Dining bar,Tōkyō-to Musashino-shi Midorichō,35.7177841,139.56626
air_5bd22f9cc1426a90,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_7dacea2f22afccfb,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_caf996ac27206301,Dining bar,Tōkyō-to Nerima-ku Toyotamakita,35.7356234,139.6516577
air_84060403939d8216,Dining bar,Tōkyō-to Nerima-ku Toyotamakita,35.7356234,139.6516577
air_b23d0f519291247d,Dining bar,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_ade6e836ffd1da64,Dining bar,Fukuoka-ken Kitakyūshū-shi Ōtemachi,33.8808817,130.8734191
air_09661c0f3259cc04,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_10393f12e9069760,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_eeeadee005c006a2,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_138ff410757b845f,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_397d3f32a7196aa2,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_0328696196e46f18,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,34.7012792,135.5280905
air_4cab15ad29c0ffbc,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,34.7012792,135.5280905
air_c3bc011cca3bec65,Dining bar,Tōkyō-to Toshima-ku Sugamo,35.7379419,139.7310979
air_396942e6423a2145,Dining bar,Tōkyō-to Toshima-ku Sugamo,35.7379419,139.7310979
air_bbe1c1a47e09f161,Dining bar,Tōkyō-to Setagaya-ku Kitazawa,35.662665,139.6682677
air_b5598d12d1b84890,Dining bar,Tōkyō-to Setagaya-ku Kitazawa,35.662665,139.6682677
air_36429b5ca4407b3e,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_32c61b620a766138,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_b2d8bc9c88b85f96,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin,33.5902074,130.3976602
air_4b380b4db9d37883,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin,33.5902074,130.3976602
air_3982a2c4ea2ed431,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,33.5808273,130.3507639
air_6836438b543ba698,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,33.5808273,130.3507639
air_627cabe2fe53f33f,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_c73d319ffabf287a,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_c2626f5f86d57342,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_42d41eb58cad170e,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_f180301886c21375,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_396166d47733d5c9,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892
air_a9133955abccf071,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892
air_2bffb19a24d11729,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_b80fed1a07c817d2,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_08f994758a1e76d4,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_52e2a1fd42bc917a,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2aab19554f91ff82,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_8093d0b565e9dbdf,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_6c952e3c6e590945,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_cf5ab75a0afb8af9,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_98b54e32ccddd896,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_a546cbf478a8b6e4,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_dc71c6cc06cd1aa2,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_2fc478dc9f0a6b31,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_1653a6c513865af3,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,44.0206319,144.2733983
air_dfad598ff642dab7,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,44.0206319,144.2733983
air_5e70fe82f9e4fab6,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_3f91d592acd6cc0b,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_c225148c0fcc5c72,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_a33461f4392ec62c,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_55390f784018349a,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_6902e4ec305b3d08,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2f8ced25216df926,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c9ed65554b6edffb,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9828505fefc77d75,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9bf0ccac497c4af3,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ac7a7427c9ae12a5,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_6c91a28278a16f64,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c77ee2b7d36da265,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_6e64fb5821402cd2,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ef47430bcd6f6a89,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_602ca92c0db34f8f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e57dd6884595f60d,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
